,song_id_from_src,dataset,title,artist,genre,arousal_mean,arousal_std,valence_mean,valence_std,emotion_4Q,emotion_2Q,lyrics,language,general_genre
2306,ML796,MoodyLyrics4Q,The Sounds Of Science,Beastie Boys,Hip-Hop,,,,,happy,positive,"[Verse 1] Now here we go dropping science, dropping it all over Like bumping around the town like when you're driving a Range Rover Expanding the horizon and expanding the parameters Expanding the rhymes of sucka MC amateurs Naugles ,  Issac Newton ,  a scientific EZ Ben Franklin with the kite, gettin’ ova with the key Now rock, shocker the mike of the many times, times the times tables Rock well to tell, dispel, all of the old fables Cuz I be dropping the new science and I be kicking the new k-nowledge An emcee to a degree that you can't get in college Now the dregs of the Earth   and the eggs that I eat I've got pegs through my hands and one through my feet Shea Stadium ,  the radium ,  E.M.D. squared Kicked out of the Palladium, 'dja think that I cared? It's the sounds...of science , the sounds...of science Science  [Climb:  (Ad Rock) ] Rope-a-Dope! The newest in new, "" Right up to your face and diss you "" Waxin' and milkin' All of y'all square heads  [Verse 2] Time and money for girls covered with honey You lie and aspire to be as cunning Reelin' and rockin' and rollin' B-sized D-cup Order the Quarter Deluxe , why don'tcha wake up? My mind is kinda flowing like an oil projector Had to get up and get the  Jimmy protector Went berserk and worked, and exploded She woke up in the morning, and her face was coated Buddy, you study the man on the mic D, do whatcha like Drunk as a skunk am I from celebration To peep that freak unique penetration Well, I figured out who makes the crack, it's The suckas with the badges and the blue jackets Professor of science cuz I keep droppin' it I smell weak cuz y'all keep poppin' it People always ask me what's the phenomenon Yo, what's up? Yo, what's goin' on No one really knows what I'm talkin' about And yeah, that's right, my name's Yauch ...  [DJ scratching]  [Verse 3] Ponce De Leon, constantly on The fountain of youth ,  not Robotron Peace is a word I've heard before So move and move and move up on the dance floor Cuz I'm gonna die, gonna die one day Cuz I'm goin' and goin' and goin' this way Not like a roach or a piece of toast I'm goin' out first class, ain't goin' out coach Rock my Adidas ,  never rock Filas I do not sniff the coke, I only smoke the sinsemilla Well, with my nose I knows, and with my scope I scopes What I live I write, and that's strictly rope I got science for any occasion Postulating theorems, formulating equations Well, Cheech Wizard in a snow blizzard Eat a chicken gizzard with a girl named Lizzy Dropping science like Galileo dropped the orange",en,Hip-Hop
646,829,PMEmo2019,Hips Don't Lie (2006 FIFA World Cup Mix),Shakira,,0.8,0.1,0.8125,0.139754248594,happy,positive,"[Intro][X2] BamboooOOOooo Tembaleuoluwaaluweee Anubaleee le balooo Levanlevaaandaa laoooo   Perfection, Perfection  [Pre-Chorus] I never really knew that she could dance like this She makes a man want to speak Spanish Como se llama (SI) bonita (SI) Mi casa (SHAKIRA SHAKIRA) su casa  [Chorus] Oh baby when you talk like that You make a woman go mad So be wise and keep on Reading the signs of my body  [Chorus 2] And I'm on tonight You know my hips don't lie And I'm starting to feel it's right Ay ay ay to the bamboooo La gloria te esta esperando  Latino! Africano! Asiatico! Americano! Tu Dios te esta mirando!  BamboooOOOooo Tembaleuoluwaaluweee Anubaleee le balooo Levanlevaaandaa laoooo  No Fighting tonight!  [Pre-Chorus]  [Chorus]  [Chorus 2] And I'm on tonight You know my hips don't lie And I'm starting to feel you boy Ay ay ay to the bamboooo La gloria te esta esperando  [Chorus 2] I know I'm on tonight So my hips don't lie And I'm starting to feel it's right  Come on let's go, let's go Tu Dios te esta mirando!  Baila en la calle de noche Baila en la calle de dia Baila en la calle de noche Juega en la calle de dia  People in the front, DON'T FIGHT TONIGHT! People in the side, DON'T FIGHT TONIGHT! People in the back, DON'T FIGHT TONIGHT! Don't fight tonight! Don't fight tonight!  Let's go I'm a student of Pele, call me Pele player Eleven on the field with the heart of a gladiator  One GOAL Two GOAL Three GOAL GOAL!  Imma play till my knees grow low  One GOAL Two GOAL Three GOAL GOAL!  Everybody in the FIFA in the final state go And my football jersey says Maradonna And the crowd chants, sounds like spirits from Africa  [Outro][X2] BamboooOOOooo Tembaleuoluwaaluweee Anubaleee le balooo Levanlevaaandaa laoooo",en,
2060,ML550,MoodyLyrics4Q,Flagpole Sitta,Harvey Danger,Indie,,,,,happy,positive,"[Verse 1] I had visions, I was in them I was looking into the mirror To see a little bit clearer The rottenness and evil in me Fingertips have memories Mine can't forget the curves of your body And when I feel a bit naughty I run it up the flagpole and see Who salutes, but no one ever does  [Chorus] I'm not sick but I'm not well And I'm so hot 'cause I'm in hell  [Verse 2] Been around the world and found That only stupid people are breeding The cretins cloning and feeding And I don't even own a TV Put me in the hospital for nerves And then they had to commit me You told them all I was crazy They cut off my legs Now I'm an amputee, goddamn you  [Chorus] I'm not sick but I'm not well And I'm so hot 'cause I'm in hell I'm not sick but I'm not well And it's a sin to live so well  [Bridge] I wanna publish 'zines And rage against machines I wanna pierce my tongue It doesn't hurt, it feels fine The trivial sublime I'd like to turn off time And kill my mind You kill my mind Mind  [Verse 3] Paranoia, paranoia Everybody's comin' to get me Just say you never met me I'm runnin' underground with the moles Diggin' holes Hear the voices in my head I swear to God it sounds like they're snoring But if you're bored then you're boring The agony and the irony They're killing me, whoa  [Chorus] I'm not sick but I'm not well And I'm so hot 'cause I'm in hell I'm not sick but I'm not well And it's a sin to live this well  [Outro] One, two, three, four!",en,Pop
3162,ML1652,MoodyLyrics4Q,Handsome and Gretel,Babes In Toyland,,,,,,angry,negative,"Gretel said I know what's in your head I vacuumed out my head I know you're feeling bad You fuckin' bitch  You cunthole bitch I thought she meant it, yeah She really jacked my head She went and done it, yeah  Handsome Gretel Handsome Gretel  My name is Gretel, yeah I've got a crotch that talks It talks to all the cocks It's been twelve city blocks You fuckin' bitch  Gretel said Oh you feel so bad I know you feel so bad I thought she meant it, yeah  Handsome Gretel Handsome Gretel  I vacuumed out my head Jumping from bed to bed My name is Gretel A soul of metal My name is Gretel, yeah I've got a sloppy slot  Handsome Gretel Handsome Gretel  Say violets hang around with toilets and look smack at us And symbolize everything that is disgust and mistrust Licorice eyes Pin me down thighs  Asphixia My thighs are vices, yeah He is a stupid man I love him all I can You fucking bitch  Addle girl She pulls out all her curls She is a stupid crotch That spans twelve city blocks",en,
3388,ML1878,MoodyLyrics4Q,Bad Devil,Devin Townsend,Metal,,,,,angry,negative,"I wanna know what you all Had for dinner I wanna watch the rodeo I wanna big city boy Be a man, not a boy I'm gonna meet you on down Beside the bayou I wanna be in your little friend I wanna live in your underpants I wanna big city boy Be a man, not a boy I'm gonna meet you on down beside the bayou And we'll see how it feels when I'm older And we'll see how it feels when it's over 'Cause it's all just a waste of time So enjoy what's on my mind (Someone should have said) Train won't stop Never gonna stop And it's coming back to carry me back home Leave me alone With no where to go And ride that wind back home... Bad devil Bad double-decker devil Cry for me baby Lie for me baby Lay down before me baby And ride that wind back home Bad devil And I've seen how I'll feel when I'm older And I've seen how I'll feel when it's over And it's not just a waste of time! So enjoy what's on my mind",en,Metal
2473,ML963,MoodyLyrics4Q,Fake Tales of San Francisco,Arctic Monkeys,Indie,,,,,happy,positive,"[Verse 1] Fake tales of San Francisco Echo through the room More point to a wedding disco Without a bride or groom And there's a super cool band, yeah With their trilbies and their glasses of white wine And all the weekend rockstars are in the toilets Practicing their lines  [Chorus] I don't want to hear you, kick me out, kick me out I don't want to hear you, no, kick me out, kick me out I don't want to hear you, kick me out, kick me out I don't want to hear you, I don't want to hear your  [Verse 2] Fake tales of San Francisco Echo through the air And there's a few bored faces at the back, all Wishing they weren't there And as the microphone squeaks A young girl's telephone beeps Yeah, she's dashing for the exit Oh, she's running to the streets outside ""Oh, you've saved me"" she screams down the line ""The band were fucking wank and I'm not having a nice time""  [Chorus] I don't want to hear you, kick me out, kick me out I don't want to hear you, no, kick me out, kick me out  [Post-Chorus] Yeah, but his bird said it's amazing though so all that's left Is the proof that love's not only blind, but deaf  [Bridge] He talks of San Francisco, he's from Hunter's Bar I don't quite know the distance, but I'm sure that's far Yeah, I'm sure it's pretty far And yeah, I'd love to tell you all my problem You're not from New York City, you're from Rotherham So get off the bandwagon, and put down the handbook Yeah, yeah, yeah, yeah, yeah  [Outro] Get off the bandwagon and put down the handbook Get off the bandwagon and put down the handbook Get off the bandwagon and put down the handbook Get off the bandwagon and put down the handbook, yeah",en,Pop
2235,ML725,MoodyLyrics4Q,Here You Come Again,Dolly Parton,Country,,,,,happy,positive,[Verse 1] Here you come again Just when I'd begun to get myself together You waltz right in the door Just like you've done before And wrap my heart 'round your little finger  [Verse 2] Here you come again Just when I'm about to make it work without you You look into my eyes And lie those pretty lies And pretty soon I'm wondering' how I came to doubt you  [Chorus] All you got to do is smile that smile And there go all my defenses Just leave it up to you and in a little while You're messing' up my mind and filling' up my senses  [Verse 3] Here you come again Looking' better than a body has a right to And shaking' me up so that all I really know Is here you come again And here I go  [Instrumental Interlude]  [Chorus] All you got to do is smile that smile And there go all my defenses Just leave it up to you and in a little while You're messing' up my mind and filling' up my senses  [Verse 4] Here you come again Looking' better than a body has a right to And shaking' me up so That all I really know Is here you come again And here I go Here I go And here I go And here I go Here you come again And here I go Here I go And here I go Here I go,en,Country
314,417,PMEmo2019,Make You Mine,High Valley,,0.8625,0.117924764151,0.775,0.175,happy,positive,"You were made to shine under Southern stars Pure as the mountain rain You're the love songs pouring out of this guitar Sweeter than sugarcane  You've got my heart wrapped up like it's down in the holler Covered in kudzu vines When the night feels right I'm gonna come a-callin' I'm gonna make you mine  You're hallelujah, Sunday morning All I've ever needed, wanted Underneath this pale moon sky I'm gonna make you mine Yeah, I'm gonna make you mine  Gonna take you slow dancing by the water I just wanna hold you tight I'm in love with you so, miner's daughter And I'm gonna make you mine  You're hallelujah, Sunday morning All I've ever needed, wanted Underneath this pale moon sky I'm gonna make you mine Yeah, I'm gonna make you mine  You're hallelujah, Sunday morning All I've ever needed, wanted Underneath this pale moon sky I'm gonna make you mine  You're hallelujah, Sunday morning All I've ever needed, wanted Underneath this pale moon sky I'm gonna make you mine Yeah, I'm gonna make you mine  You were made to shine under Southern stars In my arms tonight I can feel the beating of your heart I'm gonna make you mine",en,
2656,ML1146,MoodyLyrics4Q,Funkytown,"Lipps, Inc.",Disco,,,,,happy,positive,"[Intro]  [Verse] Gotta make a move to a town that's right for me Town to keep me movin', keep me groovin' with some energy  [Pre-Chorus] Well, I talk about it, talk about it Talk about it, talk about it Talk about, talk about Talk about movin'  Gotta move on Gotta move on Gotta move on  [Drum Solo]  [Chorus] A-won't you take me to Funkytown? Won't you take me to Funkytown? Won't you take me to Funkytown? Won't you take me to Funkytown?  [Instrumental Bridge 1]  [Chorus] Won't you take me to Funkytown? Won't you take me to Funkytown? Won't you take me to Funkytown? Won't you take me to Funkytown?  [Instrumental Bridge 2]  [Verse] Gotta make a move to a town that's right for me Town to keep me movin', keep me groovin' with some energy  [Pre-Chorus] Well, I talk about it, talk about it Talk about it, talk about it Talk about, talk about Talk about movin'  Gotta move on Gotta move on Gotta move on  [Instrumental Bridge 3]  [Chorus] A-won't you take me to Funkytown? Won't you take me to Funkytown? Won't you take me to Funkytown? Won't you take me to Funkytown?  [Instrumental Bridge 4]  [Chorus] Won't you take me to Funkytown? Won't you take me to Funkytown? Won't you take me to Funkytown? Won't you take me to Funkytown, yeah?  Won't you take me down to Funkytown? Won't you take me down to Funkytown? Won't you take me down to Funkytown? Won't you take me down to Funkytown?  (Won't you take me to) Funkytown? (Won't you take me to) Funkytown? (Won't you take me to) Funkytown? (Won't you take me to) Funkytown?  Take me, won't you take me? Take me, won't you take me? Take me, (won't you take me) won't you take me? Take me, (won't you take me) won't you take me?  I wanna go (won't you take me) to Funkytown I wanna go (won't you take me) to Funkytown I wanna go (won't you take me) to Funkytown I wanna go (won't you take me) to Funkytown",en,Pop
2823,ML1313,MoodyLyrics4Q,There Is No Such Place,Augie March,,,,,,relaxed,positive,"There is no such place, o yes I have seen it too Just a little different from how you do A river winding blue among the dunes and a marble bed A sun that doesn't set but settles There is no such place If I lower mine to yours would you kiss me on the face? If you're looking for an unmarked place There is no such place - Blasted in appearance and a composite of fearful minutes Frozen in the waking instant Longing, things I long for Peaceful nights, strangers at the door O come in, come in You've been here before There is no such place, so perhaps we have a reason For our long and falling face Above all it would be warm but we would keep our heads all Clear as Winter, storms would be a sight to make us shiver But without the chill Of thinking all is hither-thither - Longing, Things I long for Peaceful nights, strangers at the door O come in, come through the door You've been here before You've been here before There is no such place, o yes I have seen it too Just a little different from how you do A house upon a hill with no windows Just a can upon the sill To catch your tears To feed your garden",en,
2190,ML680,MoodyLyrics4Q,Hickory Wind,The Byrds,Psychedelic Rock,,,,,sad,negative,"In South Carolina, there're many tall pines I remember the oak tree that we used to climb But now when I'm lonesome I always pretend That I'm gettin' the feel of hickory wind I started out younger, had most everything All the riches and pleasures, what else can life bring? But it makes me feel better each time you begin Callin' me home, hickory wind It's a hard way to find out that trouble is real In a faraway city with a faraway feel But it makes me feel better each time you begin Callin' me home, hickory wind Keeps callin' me home, hickory wind",en,Rock
1552,ML42,MoodyLyrics4Q,Atlantic City,Bruce Springsteen,Rock,,,,,sad,negative,"[Verse 1] Well they blew up the chicken man in Philly last night Now they blew up his house too Down on the boardwalk they're gettin' ready for a fight Gonna see what them racket boys can do Now there's trouble busin' in from outta state And the D.A. can't get no relief Gonna be a rumble out on the promenade And the gamblin' commission's hangin' on by the skin of its teeth  [Chorus] Well now everything dies baby that's a fact But maybe everything that dies someday comes back Put your makeup on, fix your hair up pretty And meet me tonight in Atlantic City  [Verse 2] Well I got a job and tried to put my money away But I got debts that no honest man can pay So I drew what I had from the Central Trust And I bought us two tickets on that Coast City bus  [Chorus] Well now everything dies baby that's a fact But maybe everything that dies someday comes back Put your makeup on, fix your hair up pretty And meet me tonight in Atlantic City  [Bridge] Now our luck may have died and our love may be cold but With you forever I'll stay We're goin' out where the sand's turnin' to gold So put on your stockings baby Cause the night's getting cold And everything dies baby that's a fact But maybe everything that dies someday comes back  [Verse 3] Now I been lookin' for a job but it's hard to find Down here it's just winners and losers And don't get caught on the wrong side of that line Well I'm tired of comin' out on the losin' end So honey last night I met this guy and I'm gonna do a little favor for him  [Chorus] Well now everything dies baby that's a fact But maybe everything that dies someday comes back Put your makeup on, fix your hair up pretty And meet me tonight in Atlantic City",en,Rock
2395,ML885,MoodyLyrics4Q,How Do,Sneaker Pimps,Downtempo,,,,,relaxed,positive,"[Verse] Hey ho—who is this? No one but me, my dear Please, come, say, ""How do."" The things I'll give to you A stroke as gentle as a feather Hey ho—I am here Am I not young and fair? Please, come, say, ""How do."" The things I'll show to you Would you have a wond'rous sight Oooh, oooh, ooh, the midday sun At midnight Fair maid, white and red Comb you smooth and stroke your head  [Outro (vocalizations)]",en,
2047,ML537,MoodyLyrics4Q,Friend Like Me,Robin Williams,,,,,,happy,positive,"[Verse 1] Well, Ali Baba had them 40 thieves Scheherazade had a thousand tales But, master, you in luck 'cause up your sleeves You got a brand of magic never fails You got some power in your corner now Some heavy ammunition in your camp You got some punch, pizazz, yahoo, and how? See, all you gotta do is rub that lamp, and I'll say -  [Chorus] ""Mr. Aladdin, sir What will your pleasure be? Let me take your order, jot it down"" You ain't never had a friend like me, ha ha ha Life is your restaurant And I'm your maitre d' Come on, whisper what it is you want You ain't never had a friend like me  [Verse 2] Yes sir, we pride ourselves on service You're the boss, the king, the shah! Say what you wish, it's yours! True dish How about a little more baklava? Have some of column A Try all of column B I'm in the mood to help you, dude You ain't never had a friend like me Wah-ah-ah, mo-my Wah-ah-ah, no-no Wah-ah-ah, my my my  [Bridge] Can your friends do this? Can your friends do that? Can your friends pull this Out their little hat? Can your friends go poof? Hey, looky here, ha ha Can your friends go ""Abracadabra,"" let 'er rip And then make the sucker disappear  [Verse 3] So don't you sit there slack-jawed, buggy-eyed I'm here to answer all your midday prayers You got me bona fide, certified You got a genie for your charge d'affaires I got a powerful urge to help you out So what's your wish? I really wanna know You got a list that's three miles long, no doubt Well, all you gotta do is rub like so  [Chorus] Mister Aladdin, sir Have a wish or two or three I'm on the job, you big nabob You ain't never had a friend, never had a friend, you ain't Never had a friend, never had a friend  [Outro] You ain't Never... had a... Friend... like Me Ya-ha-ha Wah-ha-ha You ain't never had a friend like me!",en,
3291,ML1781,MoodyLyrics4Q,Rosary,Marissa Nadler,Folk,,,,,sad,negative,"Every night that I spend alone You don't know, you don't know me at all And in my life of a girl, of the troubles and love I'm a troubled, troubled heart Thought I'd sing with the boats Trouble all away That they'd swim back to me today My troubles are never going to leave me alone A prayer told me The rosary that I wear on my neck Stare out to sea Ghosts overhead, bird in a tree I feel numb and cold, rosary Numb cold and free, rosary Rosary",en,Country
1928,ML418,MoodyLyrics4Q,Overjoyed,Magnet,,,,,,relaxed,positive,"I'm overjoyed, and in the sun The second time this year I'm on a plane at 30,000 feet The only way from here is down And that's ok with me Cause I'm overjoyed, I'm ready for the... Fall (x 3) Cause I'm ready for the fall There's no surprise I've been forced to learn That bliss comes at a price And here I am still minin' gold From the soul I sold like a whore The finger of blame is pointing at me Cause I lit that flame, now it's burning me But I'm overjoyed and it's no surprise That I'm ready for the fall Fall (x8) (That I'm ready for the fall) Fall....",en,
2686,ML1176,MoodyLyrics4Q,Let Yourself Go,Ella Fitzgerald,Pop,,,,,relaxed,positive,"As you listen to the band don't you get a bubble? As you listen to them play don't you get a glow? If you step out on the floor You'll forget your trouble If you go into your dance You'll forget your woe So:  Come Get together Let the dance floor feel your leather Step as lightly as a feather Let yourself go  Come Hit the timber Loosen up and start to limber Can't you hear that hot marimba? Let yourself go  Let yourself go Relax And let yourself go Relax You've got yourself tied up in a knot The night is cold but the music's hot So  Come Cuddle closer Don't you dare to answer ""No, sir"" Butcher, banker, clerk and grocer Let yourself go",en,Pop
2567,ML1057,MoodyLyrics4Q,War,The Fall,Post-Punk,,,,,angry,negative,"Tell of the birth Tell how war appeared on earth Musicians with gongs Permeate the autobahns Foetus of disgusting breath And she split the egg Cast a spell and war was born Come follow me Out of the obscurity Pilgrims in songs Swamp the empty aerodrome Kalashnikovs but no houses Women at the double, march No food for the spouses They wait for the US drop Russians sit back and laugh While war casts her gory locks Over the deserted docks She casts her gory locks Over the deserted docks She cast a spell Split an egg and war was born And pillage hopes with gusto Even though they have no nerve And she does just look on And war does what she has to War does what she has to People get what they deserve",en,Rock
2792,ML1282,MoodyLyrics4Q,Good Life,Weezer,,,,,,angry,negative,"[Spoken Intro: Matt Sharp] Yeah, check me Woo!  [Verse 1] When I look in the mirror, I can't believe what I see Tell me, who's that funky dude staring back at me?  [Pre-Chorus] Broken, beaten down (down), can't even get around Without an old man cane, I fall and hit the ground Shivering in the cold, I'm bitter and alone (woo!)  [Verse 2] Excuse the bitching, I shouldn't complain I should have no feeling, 'cause feeling is pain  [Pre-Chorus] As everything I need is denied me And everything I want is taken away from me But who do I got to blame? Nobody but me  [Chorus] And I don't wanna be an old man anymore It's been a year or two since I was out on the floor Shakin' booty, makin' sweet love all the night It's time I got back to the good life  [Post-Chorus] It's time I got back, it's time I got back And I don't even know how I got off the track I wanna go back, yeah!  [Verse 3] Screw this crap, I've had it! (I've had it!) I ain't no Mr. Cool I'm a pig, I'm a dog, so 'scuse me if I drool  [Pre-Chorus] I ain't gonna hurt nobody, ain't gonna cause a scene Just need to admit that I want sugar in my tea Hear me? Hear me? I want sugar in my tea!  [Chorus] And I don't wanna be an old man anymore It's been a year or two since I was out on the floor Shakin' booty, makin' sweet love all the night It's time I got back to the good life  [Post-Chorus] It's time I got back, it's time I got back And I don't even know how I got off the track I wanna go back, yeah!  [Guitar Solo]  [Bridge] I wanna go back, I wanna go back And I don't even know how I got off the track It's time I got back, it's time I got back And I don't even know how I got off the track I wanna go back, yeah  [Chorus] And I don't wanna be an old man anymore It's been a year or two since I was out on the floor Shakin' booty, makin' sweet love all the night It's time I got back to the good life  [Post-Chorus] It's time I got back, it's time I got back And I don't even know how I got off the track It's time I got back, it's time I got back And I don't even know how I got off the track I wanna go back I wanna go back",en,
2975,ML1465,MoodyLyrics4Q,Ice & Snow,Sambassadeur,,,,,,relaxed,positive,"And the time, yeah, the time will come At least they say it does for some Until then, cheers to better days That will come, that will come our way Seems like the world's still spinning round 'Cause the sun goes up and down And when the early morning comes It will be another one Need to hear, need to hear you say That's it's OK, it's OK Come on now, we'll stay up all night Waiting for the Northern Lights Seems like the world's still spinning round 'Cause the sun goes up and down And when the early morning comes It will be another one",en,
2363,ML853,MoodyLyrics4Q,White Light/White Heat,Velvet Underground,,,,,,angry,negative,"[Verse 1] (White light) White light goin', messin' up my mind (White light) And don't you know it's gonna make me go blind (White heat) Aw, white heat, it tickle me down to my toes (White light) Ooh, have mercy, while I have it, goodness knows (White light) White light goin', messin' up my brain (White light) Aw, white light, it's gonna drive me insane (White heat) Aw, white heat, it tickle me down to my toes (White light) Aw, white light, I said now, goodness knows, do it  [Chorus 1] Hmm, hmm, white light Aw, I surely do love watching that stuff tip itself in Hmm, hmm, white light Watch that side, watch that side Don't you know it's gonna be dead in the drive? Hmm, hmm, white heat Hey, foxy mama, watchin' her walk down the street Hmm, hmm, white light Come upside your head, gonna make a dead end on your street  [Verse 2] (White light) White light moved in me through my brain (White light) White light goin', makin' you go insane (White heat) Aw, white heat, it tickle me down to my toes (White light) Aw, white light, I said now, goodness knows (White light) Aw, white light, it lighten up my eyes (White light) Don't you know it fills me up with surprise? (White heat) Aw, white heat, tickle me down to my toes (White light) Aw, white light, I tell you now, goodness knows, now work it  [Chorus 2] Hmm, hmm, white light Aw, she surely do moves me Hmm, hmm, white light Watch that speed freak, watch that speed freak Everybody gonna go and make it every week Hmm, hmm, white heat Aw, sputter, mutter, everybody gonna go and kill their mother Hmm, hmm, white light Here she comes, here she comes, everybody get 'n gonna make me run to her",en,
2808,ML1298,MoodyLyrics4Q,Make It Real,The Jets,,,,,,sad,negative,"[Verse 1:] Tonight it's been a year We met each other here Here I am all alone As thoughts of you go on  [Hook:] Hear me crying out to you You said Never, never Would I leave Here's a tear From me to you And maybe it will make you hear me  [Chorus:] I loved you You didn't feel the same Though we're apart You're in my heart Give me one more chance to Make it real  [Verse 2:] In a dream you are here You smile and hold me near And in my heart I'll pretend That you are here again  [Repeat Hook:]  [Repeat Chorus:] Give me one more chance To make it real",en,
2434,ML924,MoodyLyrics4Q,Nature,India.Arie,Soul,,,,,relaxed,positive,"[Intro] I know, oh, oh Oh, oh, oh Ooh, oh-oh-oh, oh-oh-oh Oh-oh-oh, oh-oh-oh, yeah  [Verse 1] Hey baby, why you rushing? Let's sit back and watch the flowers grow Why you want to swim against the tide? Let's lay and watch the river flow Here in God's creation There is always a reason I know, that love is there for us, yeah  [Chorus] Where we'll go, baby, I don't know Maybe we should just let nature run the show Where we'll go, baby, I don't know Maybe we should just let nature run the show  [Verse 2] I don't wanna watch no movie Let's sit and watch the stars put on a show If you wanna win my favor Be creative, and show me your flavor 'Cause here in God's creation For everything there is a season Let go, let life, let love, let God  [Chorus] Where we'll go, baby, I don't know Maybe we should just let nature run the show Where we'll go, baby, I don't know Maybe we should just let nature run the show  [Bridge] Like the sun shines and the wind blows Like the birds fly and the moon glows If I am meant for you and you are meant for me then We will flow together everlastly  [Chorus] Where we'll go, baby, I don't know Maybe we should just let nature run the show Where we'll go, baby, I don't know (Oh, oh, oh) Maybe we should just let nature run the show  [Outro] Baby, we should sit, watch the flowers grow Baby, we should sit, back and watch the moon glow Baby, we should feel the wind blow Maybe, maybe, maybe, yeah Oh-oh-oh, oh-oh-oh Oh-oh-oh, oh-oh-oh First you plant a seed and then it grows and Then it blooms, then it dies, that's the cycle of life Same goes for you and I Maybe this time we'll get it right, get it right (Go with the flow) Go with the flow Go with the flow Go with the flow (Maybe we'll get it right, yeah) Go with the flow Go with the flow (Maybe we'll get it right, yeah) Go with the flow Go with the flow Go with the flow Oh, oh, oh Go with the flow Go with the flow Go with the flow Go with the flow Go with the flow Go with the flow Go with the flow Go with the flow",en,Jazz
1780,ML270,MoodyLyrics4Q,Moto Psycho,Megadeth,Thrash Metal,,,,,angry,negative,"[Verse 1] Responsibility, an anchor 'round my neck Dependability made me a nervous wreck Accountability, I live from check to check Volatility, neglect and no respect  [Pre-Chorus 1] Got my wheels in motion And I got a path to beat I hit the road to 'I don't know' And look for 'tough shit street'  [Pre-Chorus 2] One way ticket nowhere There's no windows on this train Can't see where I'm headed But I'm going there again  [Chorus] Moto psycho (going nowhere) Everybody is a moto psycho Move it or lose it, baby Moto psycho (going nowhere) One hundred miles an hour Moto psycho I'm a moto psycho Moto psycho  [Verse 2] You know you can't resist to tell me what I mean You gave my mind a twist, said that I was unclean The actor runs the play and ad-libs in-between You're all that I resent, my thoughts were so obscene  [Pre-Chorus 1] Got my wheels in motion And I got a path to beat I hit the road to 'I don't know' And look for 'tough shit street'  [Pre-Chorus 2] One way ticket nowhere There's no windows on this train Can't see where I'm headed But I'm going there again  [Chorus] Moto psycho (going nowhere) Everybody is a moto psycho Move it or lose it, baby Moto psycho (going nowhere) One hundred miles an hour Moto psycho, I'm a moto psycho  [Pre-Chorus 2] One way ticket nowhere There's no windows on this train Can't see where I'm headed But I'm going there again  [Chorus] Moto psycho (going nowhere) Everybody is a moto psycho Moto psycho (going nowhere) Move it or lose it, baby Moto psycho  [Outro] Moto psycho (going nowhere) Where I'm headed, I don't know One hundred miles an hour Moto psycho But I'm shoving off and I hit the road Moto psycho (going nowhere) Anywhere I'm a moto psycho, moto psycho I'm going nowhere, I'm going nowhere Moto psycho (going nowhere) Everybody is a moto psycho Time and time and time again I'm a moto psycho Move it or lose it, baby Moto psycho (going nowhere) One hundred miles an hour Moto psycho",en,Metal
3293,ML1783,MoodyLyrics4Q,I Did It,Dave Matthews Band,Rock,,,,,relaxed,positive,"[Verse 1] I'm mixing up a bunch of magic stuff A magic mushroom cloud of care A potion that'll rock, the boat will rock I'll make a bomb of love and blow it up  [Chorus 1] I did it, do you think I've gone too far? I did it, guilty as charged I did it, it was me right or wrong I did it, yeah  [Chorus 2] I never did a single thing that did a single thing To change the ugly ways of the world I didn't know it felt so right inside I didn't know it all  [Chorus 3] And I opened up the curtains I heard sirens there, the lights flash and crawl But I did it justice  [Verse 2] I just did it for us all It's a  nickel or a dime  for what I've done The truth is that I don't really care For such a lovely crime I'll do the time You better lock me up, I'll do it again  [Chorus 1]  [Chorus 2]  [Chorus 3] I open up the curtains I heard sirens there, the lights flash and crawl But I did it justice I just did it for the buzz  [Verse 3] All you people are the skewers of our dreams Like the cat that collared me Oh, what I gotta say to you, you got love Don't turn it down, turn it loud, let it build We got a long way to go But you, you got to start somewhere Go door to door, spread the love you got You got the love, you get what you want Does it matter where you get it from? I for one, don't turn my cheek for anyone Unturn your cheek to give your love Love to grow  [Chorus 1] I did it, do you think I've gone too far? I did it, guilty as charged I did it, it was me right or wrong I did it, yeah, yeah, yeah  [Bridge] I did it, I told you, I told you I did I did it, I'm guilty as charged I did it, I told you, I told you I did I did it, yeah  [Verse 4] I never did a single thing that did a single thing To change the ugly ways of the world I didn't know it felt so right inside I didn't know it all  [Chorus 3]",en,Rock
1590,ML80,MoodyLyrics4Q,The Wandering,The Foreshadowing,Doom Metal,,,,,sad,negative,"Our souls are not ready for life We're gonna have a fight Our souls try to be swept from our bodies Coming out to the streets They'll complete what we did Or what we wished to destroy They'll mess up despite the next Outside our souls react to raging crowds. Tonight They'll kill and demonstrate what fight is all about Inside I'm wandering, wandering ""What you're doing What you do has the logic of a soldier And people will curse you"" Blood and ruins, blood and ruins Our fragile conscience lies awaiting for a war Where liars and honest people fight to get some money Inside I'm wandering, wandering ""What you're doing What you do has the logic of a soldier And people will curse you"" Blood and ruins, blood and ruins Inside I'm wandering, wandering ""What you're doing What you do has no meaning Consider the fight's all around"" Inside I'm wandering, inside I'm wandering...",en,Metal
