,song_id_from_src,dataset,title,artist,genre,arousal_mean,arousal_std,valence_mean,valence_std,emotion_4Q,emotion_2Q
1473,949,emoMusic,Favorite Secrets,Waylon Thornton,Rock,0.5875,0.195875,0.6375,0.1608375,happy,positive
1474,952,emoMusic,Monday at 12,Glass Boy,Rock,0.4,0.2813625,0.3375,0.1772625,sad,negative
1475,954,emoMusic,Bruce Lee (acoustic Jam),Doron Deutsch,Rock,0.5125,0.2079125,0.5625,0.1350125,happy,positive
1476,955,emoMusic,Blind Eyes,Everlone,Rock,0.35,0.1844625,0.575,0.10540875000000001,relaxed,positive
1477,956,emoMusic,Indian Summer,end's not near,Rock,0.4375,0.1350125,0.55,0.12076125,relaxed,positive
1478,957,emoMusic,boss A,un automne à Lob-Nor,Rock,0.22499999999999998,0.1419125,0.4625,0.20455,sad,negative
1479,958,emoMusic,(Untitled 1),Trailblazer,Rock,0.5625,0.2447375,0.5125,0.239,happy,positive
1480,959,emoMusic,Indyair,springtide,Rock,0.65,0.2555,0.675,0.2648375,happy,positive
1481,960,emoMusic,Helix Nebula,Anamanaguchi,Rock,0.8375,0.1671875,0.8375,0.10290875000000001,happy,positive
1482,961,emoMusic,Union Square,James Beaudreau,Rock,0.575,0.10540875000000001,0.5625,0.1586625,happy,positive
1483,962,emoMusic,Rotting Heights,Ice Age,Rock,0.8,0.12076125,0.3,0.1972,angry,negative
1484,964,emoMusic,Driftin' Around,J.Walker & The Crossguards,Rock,0.825,0.12076125,0.75,0.1954375,happy,positive
1485,967,emoMusic,I Had A Dream,Daniel Johnston,Rock,0.22499999999999998,0.275125,0.42500000000000004,0.283825,sad,negative
1486,968,emoMusic,Bar Trombone,Abe Sada-Black,Rock,0.35,0.2813625,0.275,0.2266875,sad,negative
1487,970,emoMusic,The Pharaos' Theme,Pharaos,Rock,0.7,0.2058125,0.7,0.2058125,happy,positive
1488,973,emoMusic,Swagg's & Elliot,Mount Carmel,Rock,0.6875,0.2375375,0.44999999999999996,0.2776375,angry,negative
1489,974,emoMusic,Crucial Contact,Karl Blau,Rock,0.38749999999999996,0.2161,0.4,0.234225,sad,negative
1490,976,emoMusic,Merry Christmas,Glass Boy,Rock,0.65,0.1419125,0.6125,0.1608375,happy,positive
1491,977,emoMusic,Suck City,Black Math,Rock,0.7875,0.1324125,0.3125,0.2144875,angry,negative
1492,978,emoMusic,Absolutely Gorgeous,krackatoa,Rock,0.8375,0.1868,0.6375,0.266475,happy,positive
1493,979,emoMusic,Deck the Halls,Rue Royale,Rock,0.2625,0.2079125,0.5625,0.2447375,relaxed,positive
1494,980,emoMusic,Tell The Police The Truth,Mahjongg,Rock,0.6,0.1536625,0.4125,0.2286,angry,negative
1495,981,emoMusic,Bottums Up,Morphamish,Rock,0.7125,0.236075,0.7,0.1972,happy,positive
1496,983,emoMusic,Tripped & Fell In Love (instrumental),YACHT,Rock,0.475,0.29345,0.6625,0.1671875,relaxed,positive
1497,985,emoMusic,Zebra (Live @ KEXP),Beach House,Rock,0.3625,0.239,0.6375,0.1608375,relaxed,positive
1498,986,emoMusic,Girl,Suicide,Rock,0.6,0.1291,0.4375,0.2585375,angry,negative
1499,987,emoMusic,Hit and Run,Jack Ruby,Rock,0.6625,0.2128625,0.325,0.2058125,angry,negative
1500,988,emoMusic,The Pull,Bluebrain,Rock,0.55,0.1581125,0.6125,0.1993875,happy,positive
1501,989,emoMusic,piste quatre,Vespre,Rock,0.6625,0.26385,0.675,0.2058125,happy,positive
1502,990,emoMusic,El Tranvía,Jenifer Avila,Rock,0.625,0.2124625,0.6375,0.1993875,happy,positive
1503,991,emoMusic,Moving Away,Moore & Sons,Rock,0.2625,0.1712875,0.3125,0.1976375,sad,negative
1504,993,emoMusic,Stance Gives You Power,Hogan Grip,Rock,0.42500000000000004,0.1581125,0.35,0.1536625,sad,negative
1505,994,emoMusic,Engine #3 (Morphamish Remix),Morphamish remixes Full Blush,Rock,0.7,0.2297375,0.5375,0.20455,happy,positive
1506,995,emoMusic,Honte De Toi,Benjamin Bret,Rock,0.4625,0.1671875,0.175,0.12076125,sad,negative
1507,996,emoMusic,Fireworks,Jahzzar,Rock,0.625,0.2124625,0.7125,0.220875,happy,positive
1508,997,emoMusic,Monster On Campus,Halloween,Rock,0.675,0.2776375,0.7125,0.220875,happy,positive
1509,999,emoMusic,So Easy,Jahzzar,Rock,0.38749999999999996,0.30305,0.6125,0.2079125,relaxed,positive
1510,1000,emoMusic, Single,Republic Of Lights-Got You Surrounded ,Rock,0.777775,0.1366125,0.6111125,0.2610375,happy,positive
1511,ML1,MoodyLyrics4Q,I Want Your Sex,George Michael,,,,,,happy,positive
1512,ML2,MoodyLyrics4Q,Pussy Liquor,Rob Zombie,,,,,,angry,negative
1513,ML3,MoodyLyrics4Q,12,Katatonia,,,,,,sad,negative
1514,ML4,MoodyLyrics4Q,Swinging On A Star,Bing Crosby,,,,,,happy,positive
1515,ML5,MoodyLyrics4Q,Get Back,Ludacris,,,,,,angry,negative
1516,ML6,MoodyLyrics4Q,Violet,Hole,,,,,,angry,negative
1517,ML7,MoodyLyrics4Q,Ifwhiteamericatoldthetruthforonedayit'sworldwouldfallapart,Manic Street Preachers,,,,,,angry,negative
1518,ML8,MoodyLyrics4Q,If You're Gonna Leave,Emerson Hart,,,,,,sad,negative
1519,ML9,MoodyLyrics4Q,Architecture of Aggression,Megadeth,,,,,,angry,negative
1520,ML10,MoodyLyrics4Q,Heart of Glass,Blondie,,,,,,happy,positive
1521,ML11,MoodyLyrics4Q,Impossible,The Clientele,,,,,,relaxed,positive
1522,ML12,MoodyLyrics4Q,Love Is All,The Tallest Man on Earth,,,,,,sad,negative
1523,ML13,MoodyLyrics4Q,Silence Is Golden,Garbage,,,,,,angry,negative
1524,ML14,MoodyLyrics4Q,And It Stoned Me,Van Morrison,,,,,,relaxed,positive
1525,ML15,MoodyLyrics4Q,I'm On My Way,The Proclaimers,,,,,,happy,positive
1526,ML16,MoodyLyrics4Q,My Gun Go Off,50 Cent,,,,,,angry,negative
1527,ML17,MoodyLyrics4Q,Mamacita,Collie Buddz,,,,,,happy,positive
1528,ML18,MoodyLyrics4Q,Coming Home,Avenged Sevenfold,,,,,,angry,negative
1529,ML19,MoodyLyrics4Q,How Does It Feel,Avril Lavigne,,,,,,sad,negative
1530,ML20,MoodyLyrics4Q,Never Went to Church,The Streets,,,,,,sad,negative
1531,ML21,MoodyLyrics4Q,Chuckie,Geto Boys,,,,,,angry,negative
1532,ML22,MoodyLyrics4Q,September,David Sylvian,,,,,,relaxed,positive
1533,ML23,MoodyLyrics4Q,The Tide Began To Rise,Demon Hunter,,,,,,sad,negative
1534,ML24,MoodyLyrics4Q,Better Left Unsaid,Lily Holbrook,,,,,,sad,negative
1535,ML25,MoodyLyrics4Q,Illusion,Creed,,,,,,angry,negative
1536,ML26,MoodyLyrics4Q,Matkustaja,Egotrippi,,,,,,sad,negative
1537,ML27,MoodyLyrics4Q,Don't Give Up,The Whitest Boy Alive,,,,,,relaxed,positive
1538,ML28,MoodyLyrics4Q,By the Pain I See in Others,Opeth,,,,,,sad,negative
1539,ML29,MoodyLyrics4Q,Better Than This,Salt The Wound,,,,,,angry,negative
1540,ML30,MoodyLyrics4Q,Aces High,Iron Maiden,,,,,,angry,negative
1541,ML31,MoodyLyrics4Q,The Prettiest Thing,Norah Jones,,,,,,relaxed,positive
1542,ML32,MoodyLyrics4Q,Written,Lamb,,,,,,relaxed,positive
1543,ML33,MoodyLyrics4Q,Rockstar,Nickleback,,,,,,angry,negative
1544,ML34,MoodyLyrics4Q,Megalodon,Mastodon,,,,,,angry,negative
1545,ML35,MoodyLyrics4Q,No One Else,Natalie Walker,,,,,,relaxed,positive
1546,ML36,MoodyLyrics4Q,Country Love Song,Stephen Lynch,,,,,,happy,positive
1547,ML37,MoodyLyrics4Q,Bright Red Star,Stereophonics,,,,,,sad,negative
1548,ML38,MoodyLyrics4Q,Can Can,Bad Manners,,,,,,happy,positive
1549,ML39,MoodyLyrics4Q,Young,Hollywood Undead,,,,,,angry,negative
1550,ML40,MoodyLyrics4Q,The Magnificent Tree,Hooverphonic,,,,,,relaxed,positive
1551,ML41,MoodyLyrics4Q,Quiet Place,Working for a Nuclear Free City,,,,,,relaxed,positive
1552,ML42,MoodyLyrics4Q,Atlantic City,Bruce Springsteen,,,,,,sad,negative
1553,ML43,MoodyLyrics4Q,Invisible,Alison Moyet,,,,,,sad,negative
1554,ML44,MoodyLyrics4Q,We Made You,Eminem,,,,,,happy,positive
1555,ML45,MoodyLyrics4Q,I Hate The Way,Polly Scattergood,,,,,,sad,negative
1556,ML46,MoodyLyrics4Q,Wherever You Are,Ulrich Schnauss,,,,,,relaxed,positive
1557,ML47,MoodyLyrics4Q,We Will All Go Together When We Go,Tom Lehrer,,,,,,happy,positive
1558,ML48,MoodyLyrics4Q,Poor Thing,Helena Bonham Carter & Johnny Depp,,,,,,sad,negative
1559,ML49,MoodyLyrics4Q,The World Needs a Hero,Megadeth,,,,,,angry,negative
1560,ML50,MoodyLyrics4Q,Life Is A Pigsty,Morrissey,,,,,,sad,negative
1561,ML51,MoodyLyrics4Q,Agitated,Muse,,,,,,angry,negative
1562,ML52,MoodyLyrics4Q,Fields Of Gold,Fourplay,,,,,,relaxed,positive
1563,ML53,MoodyLyrics4Q,Summer Nights,Rascal Flatts,,,,,,happy,positive
1564,ML54,MoodyLyrics4Q,Adios Ayer,José Padilla,,,,,,relaxed,positive
1565,ML55,MoodyLyrics4Q,Jungle Drums,Emiliana Torrini,,,,,,happy,positive
1566,ML56,MoodyLyrics4Q,The Breeze,Dr. Dog,,,,,,relaxed,positive
1567,ML57,MoodyLyrics4Q,Bees & butterflies,Girls In Hawaii,,,,,,relaxed,positive
1568,ML58,MoodyLyrics4Q,Dirge Inferno,Cradle of Filth,,,,,,angry,negative
1569,ML59,MoodyLyrics4Q,Big Big Love (Fig. 2),Foals,,,,,,relaxed,positive
1570,ML60,MoodyLyrics4Q,Welcome Home (Sanitarium),Metallica,,,,,,sad,negative
1571,ML61,MoodyLyrics4Q,Little Bird,Imogen Heap,,,,,,relaxed,positive
1572,ML62,MoodyLyrics4Q,Do You Know How It Feels,The Flying Burrito Brothers,,,,,,sad,negative
1573,ML63,MoodyLyrics4Q,Easier,Grizzly Bear,,,,,,relaxed,positive
1574,ML64,MoodyLyrics4Q,Sinners Like Me,Eric Church,,,,,,relaxed,positive
1575,ML65,MoodyLyrics4Q,Roll On Down The Highway,Bachman-Turner Overdrive,,,,,,happy,positive
1576,ML66,MoodyLyrics4Q,Gimme All Your Lovin',ZZ Top,,,,,,happy,positive
1577,ML67,MoodyLyrics4Q,War?,System of a Down,,,,,,angry,negative
1578,ML68,MoodyLyrics4Q,Feuer Frei!,Nachtmahr,,,,,,angry,negative
1579,ML69,MoodyLyrics4Q,Bali Ha'i,Stacey Kent,,,,,,relaxed,positive
1580,ML70,MoodyLyrics4Q,You Belong With Me,Taylor Swift,,,,,,happy,positive
1581,ML71,MoodyLyrics4Q,Only Anarchists Are Pretty,The World/Inferno Friendship Society,,,,,,happy,positive
1582,ML72,MoodyLyrics4Q,Like my very own blood,Tiger Lou,,,,,,sad,negative
1583,ML73,MoodyLyrics4Q,Spiritual Law,Slayer,,,,,,angry,negative
1584,ML74,MoodyLyrics4Q,Stupid Girl,COLD,,,,,,angry,negative
1585,ML75,MoodyLyrics4Q,Torn Blue Foam Couch,Grand Archives,,,,,,relaxed,positive
1586,ML76,MoodyLyrics4Q,Turu Tu Tu...,Ania,,,,,,sad,negative
1587,ML77,MoodyLyrics4Q,"New York, New York",Reel Big Fish,,,,,,happy,positive
1588,ML78,MoodyLyrics4Q,Hot Girls In Love,Loverboy,,,,,,happy,positive
1589,ML79,MoodyLyrics4Q,Bullet Train,Judas Priest,,,,,,angry,negative
1590,ML80,MoodyLyrics4Q,The Wandering,The Foreshadowing,,,,,,sad,negative
1591,ML81,MoodyLyrics4Q,Hurtful,Erik Hassle,,,,,,sad,negative
1592,ML82,MoodyLyrics4Q,Girls & Boys,Good Charlotte,,,,,,happy,positive
1593,ML83,MoodyLyrics4Q,Before,Riverside,,,,,,sad,negative
1594,ML84,MoodyLyrics4Q,The One For You,Saybia,,,,,,sad,negative
1595,ML85,MoodyLyrics4Q,Bricks And Mortar,The Jam,,,,,,angry,negative
1596,ML86,MoodyLyrics4Q,The Divine Wings Of Tragedy,Symphony X,,,,,,sad,negative
1597,ML87,MoodyLyrics4Q,Scentless Apprentice,Nirvana,,,,,,angry,negative
1598,ML88,MoodyLyrics4Q,End Of The Run,Deborah Harry,,,,,,sad,negative
1599,ML89,MoodyLyrics4Q,Man! I Feel Like A Woman!,Shania Twain,,,,,,happy,positive
1600,ML90,MoodyLyrics4Q,Mamma,Björn Rosenström,,,,,,happy,positive
1601,ML91,MoodyLyrics4Q,The Boys Of Summer,The Ataris,,,,,,happy,positive
1602,ML92,MoodyLyrics4Q,U-Haul,Angie Stone,,,,,,relaxed,positive
1603,ML93,MoodyLyrics4Q,Dirty Mind,The Pipettes,,,,,,happy,positive
1604,ML94,MoodyLyrics4Q,If The Lights Go Out,Katie Melua,,,,,,relaxed,positive
1605,ML95,MoodyLyrics4Q,My Old Man,Steve Goodman,,,,,,sad,negative
1606,ML96,MoodyLyrics4Q,Deutschland (Has Gotta Die!),Atari Teenage Riot,,,,,,angry,negative
1607,ML97,MoodyLyrics4Q,Sunday Bloody Sunday,U2,,,,,,angry,negative
1608,ML98,MoodyLyrics4Q,Lethal,Longing for Dawn,,,,,,sad,negative
1609,ML99,MoodyLyrics4Q,Metal Militia,Metallica,,,,,,angry,negative
1610,ML100,MoodyLyrics4Q,Crazy Little Thing Called Love,Queen,,,,,,happy,positive
1611,ML101,MoodyLyrics4Q,Psycho Killer,Talking Heads,,,,,,angry,negative
1612,ML102,MoodyLyrics4Q,Lilacs,Matt Costa,,,,,,relaxed,positive
1613,ML103,MoodyLyrics4Q,I Like to Move It,Reel 2 Real,,,,,,happy,positive
1614,ML104,MoodyLyrics4Q,Already Gone,Kelly Clarkson,,,,,,sad,negative
1615,ML105,MoodyLyrics4Q,You're My Thrill,Diana Krall,,,,,,relaxed,positive
1616,ML106,MoodyLyrics4Q,We Don't Care,Kanye West,,,,,,happy,positive
1617,ML107,MoodyLyrics4Q,Tennessee Train Tracks,Rocky Votolato,,,,,,relaxed,positive
1618,ML108,MoodyLyrics4Q,A Conversation With God,Darren Hayes,,,,,,sad,negative
1619,ML109,MoodyLyrics4Q,"So Come Back, I Am Waiting",Okkervil River,,,,,,sad,negative
1620,ML110,MoodyLyrics4Q,The Bad Touch,Bloodhound Gang,,,,,,happy,positive
1621,ML111,MoodyLyrics4Q,Dig,Mudvayne,,,,,,angry,negative
1622,ML112,MoodyLyrics4Q,Recipe for Hate...Warhorse,Megadeth,,,,,,angry,negative
1623,ML113,MoodyLyrics4Q,Unchained Melody,Peter Sellers,,,,,,happy,positive
1624,ML114,MoodyLyrics4Q,Can't Hardly Wait,The Replacements,,,,,,sad,negative
1625,ML115,MoodyLyrics4Q,Coming Down Again,The Rolling Stones,,,,,,sad,negative
1626,ML116,MoodyLyrics4Q,Swing hum e meio,Móveis Coloniais de Acaju,,,,,,happy,positive
1627,ML117,MoodyLyrics4Q,The Enemy Inside,Dream Theater,,,,,,angry,negative
1628,ML118,MoodyLyrics4Q,Old Dirt Hill (Bring That Beat Back),Dave Matthews Band,,,,,,relaxed,positive
1629,ML119,MoodyLyrics4Q,All My Heart Can Hold,Maggie Reilly,,,,,,sad,negative
1630,ML120,MoodyLyrics4Q,Better People,Xavier Rudd,,,,,,relaxed,positive
1631,ML121,MoodyLyrics4Q,He Stopped Loving Her Today,George Jones,,,,,,sad,negative
1632,ML122,MoodyLyrics4Q,Las Flores,Café Tacuba,,,,,,happy,positive
1633,ML123,MoodyLyrics4Q,"They Do, They Don't",Jack Johnson,,,,,,relaxed,positive
1634,ML124,MoodyLyrics4Q,Crazy Mary,Pearl Jam,,,,,,sad,negative
1635,ML125,MoodyLyrics4Q,Lady Sings The Blues,Billie Holiday,,,,,,sad,negative
1636,ML126,MoodyLyrics4Q,Fall,The Saturdays,,,,,,sad,negative
1637,ML127,MoodyLyrics4Q,My Dearest Darling,Etta James,,,,,,happy,positive
1638,ML128,MoodyLyrics4Q,Don't Stop Now,Guided by Voices,,,,,,sad,negative
1639,ML129,MoodyLyrics4Q,Chinese Takeaway,The Adicts,,,,,,happy,positive
1640,ML130,MoodyLyrics4Q,Chega De Saudade,João Gilberto,,,,,,relaxed,positive
1641,ML131,MoodyLyrics4Q,The Boys Of Summer,DJ Sammy,,,,,,happy,positive
1642,ML132,MoodyLyrics4Q,For The Ladies,Stephen Lynch,,,,,,happy,positive
1643,ML133,MoodyLyrics4Q,Things Can Only Get Better,Howard Jones,,,,,,happy,positive
1644,ML134,MoodyLyrics4Q,Crystal,New Order,,,,,,happy,positive
1645,ML135,MoodyLyrics4Q,We in Here,DMX,,,,,,angry,negative
1646,ML136,MoodyLyrics4Q,Ještě mi scházíš,Jaromír Nohavica,,,,,,sad,negative
1647,ML137,MoodyLyrics4Q,Two Of Those Too (Album Version),Maria Taylor,,,,,,relaxed,positive
1648,ML138,MoodyLyrics4Q,River Card,Atlas Sound,,,,,,relaxed,positive
1649,ML139,MoodyLyrics4Q,The Wake/Hooray Hooray,Tiger Lou,,,,,,relaxed,positive
1650,ML140,MoodyLyrics4Q,Think Twice,Donald Byrd,,,,,,relaxed,positive
1651,ML141,MoodyLyrics4Q,Touched Something's Hollow,of Montreal,,,,,,sad,negative
1652,ML142,MoodyLyrics4Q,Show A Little Faith,Charlotte Church,,,,,,relaxed,positive
1653,ML143,MoodyLyrics4Q,One Of Us Must Know (Sooner Or Later),Bob Dylan,,,,,,sad,negative
1654,ML144,MoodyLyrics4Q,Love Is Strange,Mickey & Sylvia,,,,,,happy,positive
1655,ML145,MoodyLyrics4Q,The Woman By The Well,Sarah Blasko,,,,,,relaxed,positive
1656,ML146,MoodyLyrics4Q,Not Fair,Lily Allen,,,,,,happy,positive
1657,ML147,MoodyLyrics4Q,Cherish The Day,Sade,,,,,,relaxed,positive
1658,ML148,MoodyLyrics4Q,It's A Pity,Tanya Stephens,,,,,,happy,positive
1659,ML149,MoodyLyrics4Q,Sabbath Bloody Sabbath,Black Sabbath,,,,,,angry,negative
1660,ML150,MoodyLyrics4Q,Flick of the Switch,AC/DC,,,,,,angry,negative
1661,ML151,MoodyLyrics4Q,It's Gonna Rain,Violent Femmes,,,,,,happy,positive
1662,ML152,MoodyLyrics4Q,Territory,Sepultura,,,,,,angry,negative
1663,ML153,MoodyLyrics4Q,That's My Job,Conway Twitty,,,,,,sad,negative
1664,ML154,MoodyLyrics4Q,Police Story,Black Flag,,,,,,angry,negative
1665,ML155,MoodyLyrics4Q,Every Day Is Exactly The Same,Nine Inch Nails,,,,,,sad,negative
1666,ML156,MoodyLyrics4Q,Sometimes,Daniel Lanois,,,,,,relaxed,positive
1667,ML157,MoodyLyrics4Q,Love Is Like An Itching In My Heart,The Supremes,,,,,,happy,positive
1668,ML158,MoodyLyrics4Q,Killamangiro,Babyshambles,,,,,,happy,positive
1669,ML159,MoodyLyrics4Q,Drowning,Stabbing Westward,,,,,,sad,negative
1670,ML160,MoodyLyrics4Q,Save Your Scissors,City and Colour,,,,,,relaxed,positive
1671,ML161,MoodyLyrics4Q,Among the Living,Anthrax,,,,,,angry,negative
1672,ML162,MoodyLyrics4Q,War Zone,Slayer,,,,,,angry,negative
1673,ML163,MoodyLyrics4Q,If Loving You Is Wrong,Cassandra Wilson,,,,,,relaxed,positive
1674,ML164,MoodyLyrics4Q,An Ocean Between Us,As I Lay Dying,,,,,,angry,negative
1675,ML165,MoodyLyrics4Q,Nightmare,Avenged Sevenfold,,,,,,angry,negative
1676,ML166,MoodyLyrics4Q,I Don't Like The Vibe In The VIP,ElectroVamp,,,,,,happy,positive
1677,ML167,MoodyLyrics4Q,Sludge Factory,Alice in Chains,,,,,,sad,negative
1678,ML168,MoodyLyrics4Q,Psychotron,Megadeth,,,,,,angry,negative
1679,ML169,MoodyLyrics4Q,Un Poco De Amor,Shakira,,,,,,happy,positive
1680,ML170,MoodyLyrics4Q,Oh My Lord,Nick Cave and the Bad Seeds,,,,,,sad,negative
1681,ML171,MoodyLyrics4Q,Just Can't Last,Natalie Merchant,,,,,,relaxed,positive
1682,ML172,MoodyLyrics4Q,Booksmart Devil,Silversun Pickups,,,,,,relaxed,positive
1683,ML173,MoodyLyrics4Q,No Children,The Mountain Goats,,,,,,sad,negative
1684,ML174,MoodyLyrics4Q,If U Seek Amy,Britney Spears,,,,,,happy,positive
1685,ML175,MoodyLyrics4Q,Dragostea Din Tei,O-Zone,,,,,,happy,positive
1686,ML176,MoodyLyrics4Q,Suicide Solution,Ozzy Osbourne,,,,,,angry,negative
1687,ML177,MoodyLyrics4Q,The Purple People Eater,Sheb Wooley,,,,,,happy,positive
1688,ML178,MoodyLyrics4Q,Ho Visto Un Re,Enzo Jannacci,,,,,,happy,positive
1689,ML179,MoodyLyrics4Q,Dread and the Fugitive Mind,Megadeth,,,,,,angry,negative
1690,ML180,MoodyLyrics4Q,Hope,Jack Johnson,,,,,,relaxed,positive
1691,ML181,MoodyLyrics4Q,More Than You Know,Jane Monheit,,,,,,relaxed,positive
1692,ML182,MoodyLyrics4Q,How I Could Just Kill A Man,Rage Against the Machine,,,,,,angry,negative
1693,ML183,MoodyLyrics4Q,Fire,Jimi Hendrix Experience,,,,,,angry,negative
1694,ML184,MoodyLyrics4Q,I Wanna Be Loved By You,Marilyn Monroe,,,,,,happy,positive
1695,ML185,MoodyLyrics4Q,Distant Lights,Burial,,,,,,sad,negative
1696,ML186,MoodyLyrics4Q,Sadness Is a Blessing,Lykke Li,,,,,,sad,negative
1697,ML187,MoodyLyrics4Q,I Told You So,Carrie Underwood,,,,,,sad,negative
1698,ML188,MoodyLyrics4Q,Lights,Scissor Sisters,,,,,,happy,positive
1699,ML189,MoodyLyrics4Q,Will You Marry Me,Lenny Kravitz,,,,,,happy,positive
1700,ML190,MoodyLyrics4Q,The Needle Lies,Queensryche,,,,,,angry,negative
1701,ML191,MoodyLyrics4Q,The Cry of Mankind,My Dying Bride,,,,,,sad,negative
1702,ML192,MoodyLyrics4Q,7 Things,Miley Cyrus,,,,,,happy,positive
1703,ML193,MoodyLyrics4Q,Vaca que cambia de querencia,Juana Molina,,,,,,relaxed,positive
1704,ML194,MoodyLyrics4Q,If You're Not Scared,K's Choice,,,,,,sad,negative
1705,ML195,MoodyLyrics4Q,Sunworshipper,Mylo,,,,,,relaxed,positive
1706,ML196,MoodyLyrics4Q,Singin' In The Rain,Jamie Cullum,,,,,,relaxed,positive
1707,ML197,MoodyLyrics4Q,I Am the Fly,Wire,,,,,,angry,negative
1708,ML198,MoodyLyrics4Q,Livin' La Vida Loca,Ricky Martin,,,,,,happy,positive
1709,ML199,MoodyLyrics4Q,Limo Wreck,Soundgarden,,,,,,sad,negative
1710,ML200,MoodyLyrics4Q,Bitter Sweet,Sopor Aeternus & The Ensemble Of Shadows,,,,,,sad,negative
1711,ML201,MoodyLyrics4Q,Nosferatu,Blue Öyster Cult,,,,,,angry,negative
1712,ML202,MoodyLyrics4Q,My Evil Plan To Save The World,Five Iron Frenzy,,,,,,happy,positive
1713,ML203,MoodyLyrics4Q,I Know It's True but I'm Sorry to Say,Violent Femmes,,,,,,sad,negative
1714,ML204,MoodyLyrics4Q,Kielbasa,Tenacious D,,,,,,happy,positive
1715,ML205,MoodyLyrics4Q,Sleepers,Saosin,,,,,,angry,negative
1716,ML206,MoodyLyrics4Q,Potters Field,Anthrax,,,,,,angry,negative
1717,ML207,MoodyLyrics4Q,Little Bombs,Aimee Mann,,,,,,sad,negative
1718,ML208,MoodyLyrics4Q,The Red,Chevelle,,,,,,angry,negative
1719,ML209,MoodyLyrics4Q,Blue Sky,Jason Collett,,,,,,relaxed,positive
1720,ML210,MoodyLyrics4Q,All My Friends (John Cale's Version),LCD Soundsystem,,,,,,sad,negative
1721,ML211,MoodyLyrics4Q,Bushes And Briars,Sandy Denny,,,,,,sad,negative
1722,ML212,MoodyLyrics4Q,Punk Rock Superstar,Marcy Playground,,,,,,happy,positive
1723,ML213,MoodyLyrics4Q,Le Vieil Amant,Emilie Simon,,,,,,relaxed,positive
1724,ML214,MoodyLyrics4Q,Your Master Is Calling,Pink Turns Blue,,,,,,sad,negative
1725,ML215,MoodyLyrics4Q,Clear My Head,IVY,,,,,,relaxed,positive
1726,ML216,MoodyLyrics4Q,American Girl,Tom Petty And The Heartbreakers,,,,,,happy,positive
1727,ML217,MoodyLyrics4Q,A Sunday Kind Of Love,Etta James,,,,,,relaxed,positive
1728,ML218,MoodyLyrics4Q,Lonely This Christmas,Mud,,,,,,sad,negative
1729,ML219,MoodyLyrics4Q,Everybody Knows That You Are Insane,Queens Of The Stone Age,,,,,,angry,negative
1730,ML220,MoodyLyrics4Q,These Good People,The Gathering,,,,,,sad,negative
1731,ML221,MoodyLyrics4Q,Cuntry Boys & City Girls,The Fratellis,,,,,,happy,positive
1732,ML222,MoodyLyrics4Q,Puto,Molotov,,,,,,happy,positive
1733,ML223,MoodyLyrics4Q,I Wish,Victoria Beckham,,,,,,happy,positive
1734,ML224,MoodyLyrics4Q,Dizzy,Ours,,,,,,sad,negative
1735,ML225,MoodyLyrics4Q,Walking In Rhythm,The Blackbyrds,,,,,,happy,positive
1736,ML226,MoodyLyrics4Q,Velvet Revolution,Tori Amos,,,,,,sad,negative
1737,ML227,MoodyLyrics4Q,Break on Through (To the Other Side),Doors,,,,,,angry,negative
1738,ML228,MoodyLyrics4Q,FFF,Megadeth,,,,,,angry,negative
1739,ML229,MoodyLyrics4Q,Good Guys & Bad Guys,Camper Van Beethoven,,,,,,happy,positive
1740,ML230,MoodyLyrics4Q,Spirit in Black,Slayer,,,,,,angry,negative
1741,ML231,MoodyLyrics4Q,Keep In Touch,theaudience,,,,,,relaxed,positive
1742,ML232,MoodyLyrics4Q,Roy Walker,Belle and Sebastian,,,,,,happy,positive
1743,ML233,MoodyLyrics4Q,As the Palaces Burn,Lamb of God,,,,,,angry,negative
1744,ML234,MoodyLyrics4Q,Personality Crisis,New York Dolls,,,,,,angry,negative
1745,ML235,MoodyLyrics4Q,Unanswered,Suicide Silence,,,,,,angry,negative
1746,ML236,MoodyLyrics4Q,It's That Time Again,The Dodos,,,,,,sad,negative
1747,ML237,MoodyLyrics4Q,Deliver Me From Mine Enemies,Diamanda Galás,,,,,,angry,negative
1748,ML238,MoodyLyrics4Q,We're Going Wrong,Cream,,,,,,sad,negative
1749,ML239,MoodyLyrics4Q,Edge of the Ocean,IVY,,,,,,relaxed,positive
1750,ML240,MoodyLyrics4Q,Your Pretty Face Is Going to Hell,The Stooges,,,,,,angry,negative
1751,ML241,MoodyLyrics4Q,Worried Eyes,Eagle-Eye Cherry,,,,,,relaxed,positive
1752,ML242,MoodyLyrics4Q,It's Over,Bic Runga,,,,,,sad,negative
1753,ML243,MoodyLyrics4Q,Poetically Pathetic (Acoustic),Amber Pacific,,,,,,sad,negative
1754,ML244,MoodyLyrics4Q,Lovely 2 C U,Goldfrapp,,,,,,happy,positive
1755,ML245,MoodyLyrics4Q,The Night Santa Went Crazy,"""Weird Al"" Yankovic",,,,,,happy,positive
1756,ML246,MoodyLyrics4Q,Are We Still Married?,His Name Is Alive,,,,,,sad,negative
1757,ML247,MoodyLyrics4Q,Simarik,Tarkan,,,,,,happy,positive
1758,ML248,MoodyLyrics4Q,Nada Valgo Sin Tu Amor,Juanes,,,,,,happy,positive
1759,ML249,MoodyLyrics4Q,"Kick, Push",Lupe Fiasco,,,,,,relaxed,positive
